Applications (x/8,1-GPU/Node) (x,1-GPU/Node) (8x,1-GPU/Node) (x/8,2-GPUs/Node) (x,2-GPUs/Node) (8x,2-GPUs/Node) (x/8,4-GPUs/Node) (x,4-GPUs/Node) (8x,4-GPUs/Node) (x/8,8-GPUs/Node) (x,8-GPUs/Node) (8x,8-GPUs/Node)
Kripke,32 1.0104214844456956 1.0006142817882446 1.0000004787854935 1.0141227357037044 1.0006111696825362 1.0 1.015295999555687 1.0006114090752831 1.0 1.0337692196466755 1.0013104358958889 1.0000155605285408
Kripke,512 1.0284535899923635 1.0024426077108382 1.0000691695594914 1.0362125700457074 1.0024635891438836 1.0000800061238115 1.0626293470762487 1.0027591737281103 1.0000830034713895 1.1133186447930998 1.0024202428866023 1.0
Laghos,32 1.0307602566164937 1.0000741602185403 1.0000007379126223 1.0541129773741233 1.0004283582772397 1.0 1.0697928826851755 1.0008576389452573 1.000006087779134 3.919839998406109 1.4295193827508499 1.0125712639114979
Laghos,64 1.0164984547796014 1.0000388368895667 1.00000187617824 1.0269266286728067 1.0000177298843675 1.000000375235648 1.0456369099794673 1.0008450306792664 1.0 2.2392790484924534 1.2526849048702584 1.032976834452036
Laghos,256 1.0349954551675458 1.0001152763763386 1.0000058864532597 1.0640289142584123 1.0009791133922208 1.00000294322663 1.1227575678941066 1.0079113931812307 1.000001471613315 1.2069843749003597 1.0183343397533282 1.0
Laghos,128 1.0252837115223399 1.0000576743971445 1.0000014883715393 1.0478998891535296 1.0004915347008245 1.0 1.8352153171291845 1.1307887885437067 1.0025313478953126 6.903873524140085 1.6728544473099736 1.0105060426024028
Laghos,512 1.0329990715348165 1.0025437683983651 1.0000140209179007 1.0527785673631727 1.0012501985128293 1.0 1.5381191835974704 1.0640991499491368 1.0012814184233552 2.141923843795384 1.126784991373864 1.0024323488374463
