0 0 83886720.0
0 1 167773440.0
0 2 125854656.0
0 3 83911296.0
0 4 125879232.0
0 5 167798016.0
0 6 251660160.0
0 7 83911296.0
0 8 125879232.0
0 9 251733888.0
0 10 125854656.0
0 11 251709312.0
0 12 125830080.0
0 13 125830080.0
0 14 167798016.0
0 15 83935872.0
0 16 125830080.0
0 17 83886720.0
0 18 83886720.0
0 19 209790528.0
0 20 293628096.0
0 21 167773440.0
0 22 251684736.0
0 23 209741376.0
0 24 125854656.0
0 25 125830080.0
0 26 167773440.0
0 27 209741376.0
0 28 125879232.0
0 29 209716800.0
0 30 125879232.0
0 31 83935872.0
1 0 83886720.0
1 1 167773440.0
1 2 251684736.0
1 3 83935872.0
1 4 209765952.0
1 5 125854656.0
1 6 251660160.0
1 7 209741376.0
1 8 209765952.0
1 9 125854656.0
1 10 125854656.0
1 11 209765952.0
1 12 125879232.0
1 13 125854656.0
1 14 209741376.0
1 15 125854656.0
1 16 83911296.0
1 17 167798016.0
1 18 293652672.0
1 19 209716800.0
1 20 209716800.0
1 21 209765952.0
1 22 167773440.0
1 23 83935872.0
1 24 125854656.0
1 25 167798016.0
1 26 125879232.0
1 27 125854656.0
1 28 125854656.0
1 29 251684736.0
1 30 167798016.0
1 31 251709312.0
2 0 167822592.0
2 1 209741376.0
2 2 209790528.0
2 3 209765952.0
2 4 167798016.0
2 5 125854656.0
2 6 167773440.0
2 7 167773440.0
2 8 251684736.0
2 9 83960448.0
2 10 125830080.0
2 11 167822592.0
2 12 167847168.0
2 13 167822592.0
2 14 167798016.0
2 15 125854656.0
2 16 209716800.0
2 17 293628096.0
2 18 167822592.0
2 19 293628096.0
2 20 209741376.0
2 21 167773440.0
2 22 167798016.0
2 23 209716800.0
2 24 125830080.0
2 25 209765952.0
2 26 125879232.0
2 27 125830080.0
2 28 209741376.0
2 29 209716800.0
2 30 125830080.0
2 31 41967936.0
3 0 251660160.0
3 1 209765952.0
3 2 251660160.0
3 3 125830080.0
3 4 209716800.0
3 5 125830080.0
3 6 167798016.0
3 7 251660160.0
3 8 209741376.0
3 9 125854656.0
3 10 209765952.0
3 11 0.0
3 12 125854656.0
3 13 167773440.0
3 14 125879232.0
3 15 167773440.0
3 16 209716800.0
3 17 167847168.0
3 18 83935872.0
3 19 209741376.0
3 20 125854656.0
3 21 167798016.0
3 22 125879232.0
3 23 167847168.0
3 24 209790528.0
3 25 167798016.0
3 26 125854656.0
3 27 125879232.0
3 28 209716800.0
3 29 209741376.0
3 30 125854656.0
3 31 167798016.0
4 0 83935872.0
4 1 167822592.0
4 2 167798016.0
4 3 83911296.0
4 4 167822592.0
4 5 251709312.0
4 6 209741376.0
4 7 251684736.0
4 8 293603520.0
4 9 167798016.0
4 10 209741376.0
4 11 209716800.0
4 12 167798016.0
4 13 251660160.0
4 14 251660160.0
4 15 83886720.0
4 16 125854656.0
4 17 125854656.0
4 18 125854656.0
4 19 125830080.0
4 20 167822592.0
4 21 209741376.0
4 22 125854656.0
4 23 167773440.0
4 24 251684736.0
4 25 83935872.0
4 26 167773440.0
4 27 167798016.0
4 28 167798016.0
4 29 209716800.0
4 30 251733888.0
4 31 41967936.0
5 0 125854656.0
5 1 167822592.0
5 2 41943360.0
5 3 167798016.0
5 4 83911296.0
5 5 125879232.0
5 6 167822592.0
5 7 167798016.0
5 8 251684736.0
5 9 125903808.0
5 10 293628096.0
5 11 209741376.0
5 12 167822592.0
5 13 125879232.0
5 14 251684736.0
5 15 209741376.0
5 16 167847168.0
5 17 167822592.0
5 18 167773440.0
5 19 209716800.0
5 20 251709312.0
5 21 251684736.0
5 22 125830080.0
5 23 83935872.0
5 24 209741376.0
5 25 167798016.0
5 26 125830080.0
5 27 41943360.0
5 28 209741376.0
5 29 125830080.0
5 30 125854656.0
5 31 293628096.0
6 0 83886720.0
6 1 167773440.0
6 2 125879232.0
6 3 41967936.0
6 4 209765952.0
6 5 167847168.0
6 6 125854656.0
6 7 209741376.0
6 8 209741376.0
6 9 209741376.0
6 10 125830080.0
6 11 167798016.0
6 12 251709312.0
6 13 167847168.0
6 14 167798016.0
6 15 125854656.0
6 16 83935872.0
6 17 167822592.0
6 18 167847168.0
6 19 125879232.0
6 20 167773440.0
6 21 209741376.0
6 22 251684736.0
6 23 125903808.0
6 24 251709312.0
6 25 209716800.0
6 26 251660160.0
6 27 125830080.0
6 28 167798016.0
6 29 125854656.0
6 30 209716800.0
6 31 125854656.0
